division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Russowia C. Winkl.,Руссовия,Russowia sogdiana (Bunge) B. Fedtsch.,руссовия согдийская,Sug'd russoviyasi,,bir yillik,"ola-bula rangli tog' jinslari ochilmalari, toshloq yonbag'irlar, tosh sochilmalari, daryo terrasalari","tekislik, tog'oldi, past tog'lar",foydalanilmaydi,"O'rta Osiyo, Afg'oniston","daryo vodiylari Zarafshon, Sirdaryo: Akchop, Qizilqum: d. Janadarya, Qoraqum, Pomir-Oloy (tizmalari Zarafshon, Hisor, Ko'hitang, past tog'lar janubiy Tojikiston), Kopetdog': Firyuzinskoe dara., Qorabel, Badhiz",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Stizolophus Cass.,Стизолофус,Stizolophus balsamita (Lam.) Cass. ex Takht.,стизолофус бальзамический,xushbo'y stizolofus,,bir yillik,"dalalar, tashlandiq ekin maydonlari, yoqalari yo'llar, daryo vodiylari, to'qaylar, toshloq yonbag'irlar","tekislik, tog'oldi","dorivor, alkaloidli, bo'yoqbop, begona o't","O'rta Osiyo, Kichik Osiyo, Eron, Afg'oniston","Chu, Talasskaya va Farg'ona vodiylar, Qoratovorti tog' etagi tekislik, Toshkent atrofi cho'li, Mirzacho'l, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Qirg'iz Olatov, Chotqol, Farg'ona, Qoratov, Pomir-Oloy (tizmalari Oloy, Turkiston, Zeravshanekiy, Hisor, Ko'hitang, past tog'lar janubiy Tojikiston), Kopetdog', Badhiz",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","лекарственное, алкалоидоносное, красильное, сорное","medicinal, alkaloid-bearing, dye, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Cnicus L.,Волчец,Cnicus benidictus L.,волчец благословенный,qushqo'nmas,,bir yillik,"gilli, shag'alli cho'llar, tog' etaklari tekisliklar, zax joylar, daryo vodiylari, bo'sh yerlar, dalalar, tashlandiq ekin maydonlari, begona o'tli joylar","tekislik, tog'oldi","dorivor, moyli, begona o't","janubiy-Sharqiy Yevropa, O'rta yer dengizi mintaqasi, Kavkaz, o'rta va Old Osiyo. kirib kelgan janubiy Afrika, shimoliy va janubiy Amerika","Olaqol botiq, Balxashbo'yi cho'llar, daryo vodiylari Sirdaryo va Amudaryo, Farg'ona vodiy, Toshkent atrofi cho'li, PriKopetdog'skiy, Tedjenskiy va Murgabskiy vohalar, Tarbag'atoy, Jung'or Olatovi, Tyanshan (tizmalari Iliorti, Kungay, Qirg'iz Olatov, Qoratov, Ugom, Qurama, Mo'g'ultov, Farg'ona), Pomir-Oloy (tizmalari Oloy, Turkiston, Nurota, Zarafshon, Hisor, Qorategin, Vaxsh, Darvoz, Ko'hitang, Bobotog', past tog'lar janubiy Tojikiston), Kopetdog', Katta va Kichik Balxan, Badhiz",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","лекарственное, масличное, сорное","medicinal, oil-bearing, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Zoegea L.,Зегея,Zoegea baldshuanica C. Winkl.,зегея бальджуанская,Baljuan zageyasi,,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari, tashlandiq ekin maydonlari",tog'oldi,foydalanilmaydi,"O'rta Osiyo, Eron, Afg'oniston","Pomir-Oloy (tizmalari Zarafshon: Aman-Kutan, Hisor. janubi-g'arb. tarmoqlari, Bobotog', Ko'hitang, past tog'lar janubiy Tojikiston), Kopetdog': markaziy va sharqiy, Badhiz",,,,false,однолетнее,annual,предгорья,foothills,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Crupina Cass.,Крупина,Crupina oligantha Tscherneva,крупина малоцветковая,kamgulli krupina,,bir yillik,"toshloq, shag'alli yonbag'irlar, qoyalar, tosh sochilmalari, shag'alzorlar, daryo qirg'oqlari, qoldiq tog'li past tog'lar, bog'lar, uzumzorlar, tashlandiq ekin maydonlari, dalalar","tekislik, tog'oldi, past tog'lar",begona o't,"Yevropa, Kavkaz, O'rta Osiyo, Kichik Osiyo, Iroq, Eron, Afg'oniston","Qizilqum, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Qirg'iz, Talas Olatov, Qoratov, Farg'ona, Ugom, Pokemstiy, Sandalash, Qorajontov, Chotqol, Qurama, Mo'g'ultov), Pomir-Oloy (tizmalari Molguzar, Nurota, Turkiston, Zarafshon, Hisor, Hazrati Shoh, Darvoz, Bobotog', past tog'lar janubiy Tojikiston), Kopetdog': g'arbiy",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Syreitschikovia Pavlov,Сырейщиковия,Syreitschikovia spinulosa (Franch.) Pavlov,сырейщиковия шипиковатая,tikanli sireyshchikoviya,,ko'p yillik,"qoyalar, toshloq yonbag'irlar, archazorlar",o'rta tog'lar,foydalanilmaydi,g'arbiy Tyanshan,"Tyanshan (tizmalari Talas Olatov, Ugom, Piskom, Sandalash, Chotqol)",,,,false,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Serratula L.,Серпуха,Serratula alatavica C.A. Mey. ex Rupr.,серпуха алатавская,Olatog' serratulasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, o'tloqlar",o'rta tog'lar,alkaloidli,"Jung'or Olatovi, Tyanshan, Pomir-Oloy","Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Terskay, Qirg'iz, Talas Olatov, tog'lari o'rta oqimida d. Norin, Qoratov, Ugom, Piskom, Chotqol, Farg'ona), Pomir-Oloy (Oloy tizmasi)",,,,false,многолетнее,perennial,среднегорья,mid mountains,алкалоидоносное,alkaloid-bearing
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Serratula L.,Серпуха,Serratula algida Iljin,серпуха холодная,sovuq serratula,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, qoyalar, morenalar",baland tog'lar,dorivor,"O'rta Osiyo, Oltoy","Pomir-Oloy (Oloy vodiy, tizmalari Turkiston, Zarafshon, Hisor, Qorategin, Pyotr I, Darvoz, g'arbiy Pomir)",,,,false,многолетнее,perennial,высокогорья,high mountains,лекарственное,medicinal
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Serratula L.,Серпуха,Serratula aphyllopoda Iljin,серпуха голоногая,tuksizoyoqli serratula,,ko'p yillik,ola-bula rangli tog' jinslari ochilmalari,"tog'oldi, past tog'lar",foydalanilmaydi,g'arbiy Tyanshan,"Tyanshan (tizmalari Chotqol, Farg'ona)",,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Serratula L.,Серпуха,Serratula lancifolia Zakirov,серпуха ланцетолистная,nashtarsimon serratula,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,foydalanilmaydi,shimoli-g'arbiy Pomir-Oloy,"Pomir-Oloy (tizmalari Molguzar, Zarafshon)","tizmalari Molguzar, Turkiston, Zarafshon","G'arbiy Pomir-Oloy endemigi, O'zbekiston endemigi",,true,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Serratula L.,Серпуха,Serratula lyratifolia Schrenk,серпуха лиролистная,lirabarg serratula,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, tosh sochilmalari","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"O'rta Osiyo, Eron, g'arbiy Xitoy","Tarbag'atoy, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Ketmontov, Iliorti, Kungay, Terskay, Qirg'iz, Talas Olatov: sharq. qismi, Chotqol: shimol.-sharq. qismi, Farg'ona, tog'lari o'rta oqimida d. Norin), Pomir-Oloy (tizmalari Oloy, Turkiston, Hisor)",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Carthamus L.,Сафлор,Carthamus gypsicola Iljin,сафлор гипсолюбивый,gipssevar maxsar,,bir yillik,"gipsli gillar, sho'rxoklar",tekislik,foydalanilmaydi,"Kavkaz, O'rta Osiyo (shimoliy cho'l qismi)","Qozog'iston past tog'lik, To'rg'ay botiq, Olaqol botiq, Prikaspiyskiy, Orolbo'yi, Balxashbo'yi cho'llar, Betpaqdala, Emba plato, Mo'yinqum, quyi oqimi daryolar Chu, Sarisuv, sovremennaya qayir d. Amudaryo",,,,false,однолетнее,annual,равнина,plain,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Carthamus L.,Сафлор,Carthamus oxyacanthus M. Bieb.,сафлор остроколючий,o'tkirtikanli maxsar,,bir yillik,"toshloq yonbag'irlar, quruq o'zanlar, tashlandiq ekin maydonlari, bo'sh yerlar, begona o'tli joylar, shag'alzorlar, dalalar","tekislik, tog'oldi, past tog'lar",begona o't,"Kavkaz, O'rta Osiyo, Iroq, Eron, Afg'oniston, Pokiston, g'arbiy Xitoy","Qozog'iston past tog'lik, To'rg'ay botiq, Orolbo'yi cho'llar, Kaspiybo'yi pasttekislik, Mo'yinqum, Qoratovorti tog' etagi tekislik, Qizilqum, Mirzacho'l, Farg'ona vodiy, Sherobod vodiy, janubi-sharqiy Qoraqum, Tyanshan (tizmalari Chotqol, Uzun-Ahmat, Qurama), Pomir-Oloy (tizmalari Oloy, Zarafshon, Hisor, Bobotog', Ko'hitang, past tog'lar janubiy Tojikiston), Kopetdog', Badhiz",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Carthamus L.,Сафлор,Carthamus tinctorius L.,сафлор красильный,bo'yoqbop maxsar,,bir yillik,"tog' etaklari tekisliklar, lyossli yonbag'irlar, dalalar, tashlandiq ekin maydonlari, qirg'oqlar kanallar, yoqalari yo'llar","tekislik, tog'oldi, past tog'lar",moyli,"vatani Hindiston. ekiladi Kavkaze, Yugo-Vostochnoy Yevropa, o'rta, Peredney va sharqiy Osiyo, Afrike, Avstralii",vatani Hindiston. o'rta Osiyo keng ekiladi va yovvoyilashadi,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",масличное,oil-bearing
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Carthamnus L.,Сафлор,Carthamus turkestanicus Popov,сафлор туркестанский,Turkiston maxsari,,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, begona o'tli joylar, dalalar, tashlandiq ekin maydonlari","tog'oldi, past tog'lar",begona o't,"Kavkaz, O'rta Osiyo, Kichik Osiyo, Eron, Pokiston","Farg'ona va Chu vodiylar, Janubi-g'arbiy Turkmaniston pasttekislik, janubi-sharqiy Qoraqum, Tyanshan (tizmalari Qirg'iz Olatov, Farg'ona, Mo'g'ultov), Pomir-Oloy (tizmalari Oloy, Turkiston, Nurota, Zarafshon, Hisor, Vaxsh, Ko'hitang, g'arbiy Pomir, past tog'lar janubiy Tojikiston), Kopetdog', Kichik va Katta Balxan, Qorabel, Badhiz",,,,false,однолетнее,annual,"предгорья, низкогорья","foothills, low mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Eclipta L.,Эклипта,Eclipta prostrata (L.) L.,эклипта простертая,yoyilgan eklipta,,bir yillik,"sholipoyalar, qirg'oqlar ariqlar",tekislik,begona o't,vatani janubiy Osiyo. O'zbekistonda kelgindi,,,,,false,однолетнее,annual,равнина,plain,сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Bidens L.,Череда,Bidens cernua L.,череда поникшая,egilgan ittikanak,,bir yillik,"zax joylar, suv havzalari qirg'oqlari, dalalar, aholi punktlari","tekislik, tog'oldi","dorivor, efir moyli, bo'yoqbop, begona o't",Shimoliy yarimsharning mo'tadil mintaqasi (Golarktika),"Zaysan botiq, Qozog'iston past tog'lik, Orolbo'yi va Balxashbo'yi cho'llar, Jung'or Olatovi, Tyanshan (tizmalari Iliorti Olatov, Kungay Olatov, kamdan-kam zaxodit Qoratov, Qirg'iz va Talas Olatov), Pomir-Oloy (tizmasi Zarafshon)",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","лекарственное, эфиромасличное, красильное, сорное","medicinal, essential-oil, dye, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Bidens L.,Череда,Bidens frondosa L.,череда облиственная,serbarg ittikanak,,bir yillik,"zax joylar, suv havzalari qirg'oqlari, dalalar, aholi punktlari","tekislik, tog'oldi, past tog'lar","dorivor, begona o't","vatani Shimoliy Amerika. invaziv begona o't, kosmopolit",,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains","лекарственное, сорное","medicinal, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Bidens L.,Череда,Bidens tripartita L.,череда трехраздельная,uchbo'lakli ittikanak,,bir yillik,"zax joylar, suv havzalari qirg'oqlari, dalalar, aholi punktlari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, efir moyli, bo'yoqbop, begona o't","Yevrosiyo, Shimoliy Afrika, Shimoliy Amerika. kirib kelgan Avstraliya","Butun O'rta Osiyo bo'ylab, bundan tashqari Pomir",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, эфиромасличное, красильное, сорное","medicinal, essential-oil, dye, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Galinsoga Ruiz et  Pav.,Галинсога,Galinsoga parviflora Cav.,галинсога мелкоцветная,maydagulli galinsoga,,bir yillik,"aholi punktlari, tomorqalar, bog'lar, tabiat bog'lari, qirg'oqlar ariqlar","tekislik, tog'oldi","dorivor, begona o't","vatani Janubiy Amerika. invaziv begona o't, kosmopolit","atrofi shaharlar Bishkek, Djambul, Chimkent, Olmaota, Toshkent, Xudjand, Dushanbe, Xorug', Komsomolabad, Rushan",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","лекарственное, сорное","medicinal, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Siegesbeckia L.,Сигезбекия,Siegesbeckia orientalis L.,сигезбекия восточная,sharq sigezbekiyasi,,bir yillik,"aholi punktlari, tomorqalar, bog'lar, tabiat bog'lari, qirg'oqlar ariqlar, begona o'tli joylar, yoqalari yo'llar","tekislik, tog'oldi",zaharli,"vatani subtropik va tropik hududlar Osiyo. invaziv begona o't, keng rasprostranenniy mo'tadil va iliq mamlakatlarda Yer shari","Balxashbo'yi cho'llar, quyi oqimi d. Chu, vodiy d. Sirdaryo, Farg'ona vodiy, Tyanshan (tizmalari Iliorti Olatov: sh. Olmaota, Qoratov, Piskom, Chotqol, Qurama, Ugom, Farg'ona), Pomir-Oloy (tizmalari Oloy: sh. Osh, Turkiston: qishloqlar. Degmay va Auchi, Darvoz: Kalai-Xumb)",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills",ядовитое,poisonous
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Senecio L.,Крестовник,Senecio dubius Ledeb.,крестовник сомнительный,xavolaki yopishqoqo't,,bir yillik,"to'qaylar, taqirlar, sho'rtob o'tloqlar, sho'rxoklar, shag'alzorlar, daryo qirg'oqlari","tekislik, tog'oldi, past tog'lar",asalbop,"janubiy-Sharqiy Yevropa, O'rta Osiyo (shimoliy qismi), Sibir, Xitoy, Mongoliya","Zaysan botiq, Olaqol botiq, Balxashbo'yi cho'llar, Betpaqdala, Orolbo'yi cho'llar, Emba plato, Kaspiybo'yi pasttekislik, Mo'yinqum, quyi oqimi d. Sarisuv, vodiy d. Sirdaryo, Ustyurt, Qoratovorti tog' etagi tekislik, Farg'ona vodiy, Qizilqum, Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Ketmontov, Iliorti, Terskay, Qirg'iz Olatov)",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",медоносное,melliferous
