division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en,habitat_env_ru,habitat_env_en,range_world_ru,range_world_en,range_central_asia_ru,range_central_asia_en,range_uzbekistan_ru,range_uzbekistan_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris khassanovii Tojibaev & Turginov,ирис Хасанова,Xasanov gulsafsari,,ko'p yillik,"toshloq, shag'alli yonbag'irlar",o'rta tog'lar,manzarali,"janubi-g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston)",,"janubiy yonbag'ir Hisor tizmasi, Boysun tog'lari",Janubi-g'arbiy Pomir-Oloy endemigi,yo'q,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental,"каменистые, щебнистые склоны","rocky, gravelly slopes","юго-западный Памиро-Алай (Узбекистан, Таджикистан)","southwestern Pamir-Alai (Uzbekistan, Tajikistan)",,,"южный склон Гиссар хребет, Байсунские горы","southern slope Hissar range, Baysun Mountains"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris kolpakowskiana Regel,ирис Колпаковского,Kolpakovskiy gulsafsari,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar",manzarali,"Toshkent atrofi cho'li, Tyanshan (Qozog'iston, Qirg'iziston, O'zbekiston)","Toshkent atrofi cho'li, Tyanshan (shimoliy va g'arbiy)","tizmalari Qorajontov, Chotqol, Qurama",Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental,"мелкоземистые, щебнистые, каменистые склоны","fine-earth, gravelly, rocky slopes","Ташкентская пустыня, Тянь-Шань (Казахстан, Киргизия, Узбекистан)","Tashkent desert, Tian Shan (Kazakhstan, Kyrgyzstan, Uzbekistan)","Ташкентская пустыня, Тянь-Шань (северный и западный)","Tashkent desert, Tian Shan (northern and western)","хребты Каржантау, Чаткал, Кураминский","ranges Karzhantau, Chatkal, Kurama"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris korolkovii Regel,ирис Королькова,Korolkov gulsafsari,,ko'p yillik,"mayda tuproqli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan, Pomir-Oloy (Qozog'iston, Qirg'iziston, O'zbekiston, Tojikiston)","g'arbiy Tyanshan, Pomir-Oloy (janubi-sharqiy va sharqiy)","tizmalari Qorajontov, Ugom, Piskom, Chotqol, Qurama",Tog'li o'rta Osiyo endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental,"мелкоземистые, каменистые склоны","fine-earth, rocky slopes","Западный Тянь-Шань, Памиро-Алай (Казахстан, Киргизия, Узбекистан, Таджикистан)","Western Tian Shan, Pamir-Alai (Kazakhstan, Kyrgyzstan, Uzbekistan, Tajikistan)","Западный Тянь-Шань, Памиро-Алай (юго-восточный и восточный)","Western Tian Shan, Pamir-Alai (southeastern and eastern)","хребты Каржантау, Угам, Пскем, Чаткал, Кураминский","ranges Karzhantau, Ugam, Pskem, Chatkal, Kurama"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris linifolia O. Fedtsch.,ирис льнолистный,kanopbarg gulsafsar,,ko'p yillik,"toshloq, shag'alli yonbag'irlar",baland tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy (Qirg'iziston, O'zbekiston, Tojikiston)","g'arbiy Tyanshan (Qurama tizmasi), Pomir-Oloy (Oloy tizmasi)","tizmalari Qurama, Oloy, Hisor",Tog'li o'rta Osiyo endemigi,Hisor qo'riqxonasi,false,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental,"каменистые, щебнистые склоны","rocky, gravelly slopes","Западный Тянь-Шань, Памиро-Алай (Киргизия, Узбекистан, Таджикистан)","Western Tian Shan, Pamir-Alai (Kyrgyzstan, Uzbekistan, Tajikistan)","западный Тянь-Шань (Кураминский хребет), Памиро-Алай (Алай хребет)","western Tian Shan (Kurama range), Pamir-Alai (Alai range)","хребты Кураминский, Алай, Гиссар","ranges Kurama, Alai, Hissar"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris linifoliiformis (Khalk.) Tojibaev & Turginov,ирис льнолистновидный,kanopbargsimon gulsafsar,,ko'p yillik,"mayda tuproqli, toshloq, shag'alli yonbag'irlar",o'rta tog'lar,manzarali,"shimoliy Pomir-Oloy (O'zbekiston, Tojikiston)",,"tizmalari Turkiston, Oloy",Pomir-Oloy endemigi,"Zomin qo'riqxonasi, Zomin milliy tabiat bog'i",false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental,"мелкоземистые, каменистые, щебнистые склоны","fine-earth, rocky, gravelly slopes","северный Памиро-Алай (Узбекистан, Таджикистан)","northern Pamir-Alai (Uzbekistan, Tajikistan)",,,"хребты Туркестан, Алай","ranges Turkestan, Alai"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris loczyii Kanitz,ирис Лочи,Lochi gulsafsari,,ko'p yillik,"mayda tuproqli, toshloq, shag'alli yonbag'irlar","o'rta tog'lar, baland tog'lar",manzarali,"Jung'or Olatovi, Tyanshan, Pomir-Oloy","Jung'or Olatovi, Tyanshan, Pomir-Oloy","tizmalari Chotqol, Qurama, Oloy, Zarafshon, Hisor, Ko'hitang",,"Hisor, Kitob, Chotqol qo'riqxonalar, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental,"мелкоземистые, каменистые, щебнистые склоны","fine-earth, rocky, gravelly slopes","Джунгарский Алатау, Тянь-Шань, Памиро-Алай","Dzungarian Alatau, Tian Shan, Pamir-Alai","Джунгарский Алатау, Тянь-Шань, Памиро-Алай","Dzungarian Alatau, Tian Shan, Pamir-Alai","хребты Чаткал, Кураминский, Алай, Зарафшан, Гиссар, Кугитанг","ranges Chatkal, Kurama, Alai, Zarafshan, Hissar, Kugitang"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris longiscapa Ledeb.,ирис длинностебельный,uzunpoya gulsafsar,,ko'p yillik,"qumli, gilli, shag'alli cho'llar, yonbag'irlar ostansovix tog'lar, tog' etaklari tekisliklar","tekislik, tog'oldi",manzarali,"Qizilqum, Qoraqum, Badhiz, Kopetdog'","Qizilqum, Qoraqum, Badhiz, Kopetdog'","Qizilqum, Mirzacho'l, Qarshi dasht, Surxon-Sherobod vodiy, tog' etagi tekislik Nurota tog'lar",O'rta Osiyo endemigi,yo'q,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",декоративное,ornamental,"песчаные, глинистые, щебнистые пустыни, склоны остансових горы, подгорные равнины","sandy, clayey, gravelly deserts, slopes ostansovix mountains, piedmont plains","Кызылкум, Каракумы, Бадхыз, Копетдаг","Kyzylkum, Karakum, Badkhyz, Kopet Dag","Кызылкум, Каракумы, Бадхыз, Копетдаг","Kyzylkum, Karakum, Badkhyz, Kopet Dag","Кызылкум, Голодная степь, Каршинская степь, Сурхан-Шерабадская долина, гора подножие равнина Нурата горы","Kyzylkum, Mirzachul, Karshi steppe, Surkhan-Sherabad Valley, mountain foot plain Nurata mountains"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris magnifica (Vved.) F.O. Khass. & Rakhimova,ирис великолепный,antiqa gulsafsar,,ko'p yillik,"mayda tuproqli, toshloq yonbag'irlar, qoyalar","past tog'lar, o'rta tog'lar",manzarali,g'arbiy qismi Zarafshon tizmasi (O'zbekiston),Pomir-Oloy (Samarqand tog'lari),g'arbiy qismi Zarafshon tizmasi,"Zarafshon tizmasi endemigi, O'zbekiston endemigi",Kitob qo'riqxonasi,true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental,"мелкоземистые, каменистые склоны, скалы","fine-earth, rocky slopes, rocks",западный часть Зарафшан хребет (Узбекистан),western part Zarafshan range (Uzbekistan),Памиро-Алай (Самарканд горы),Pamir-Alai (Samarkand mountains),западный часть Зарафшан хребет,western part Zarafshan range
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris maracandica (Vved.) Wendelbo,ирис самаркандский,Samarqand gulsafsari,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston)",Pomir-Oloy (shimoli-g'arbiy),"tizmalari Turkiston, Zarafshon, Molguzar, Nurota tog'lari",G'arbiy Pomir-Oloy endemigi,"Zomin, Nurota qo'riqxonalar, Zomin milliy tabiat bog'i",false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental,"мелкоземистые, щебнистые, каменистые склоны","fine-earth, gravelly, rocky slopes","западный Памиро-Алай (Узбекистан, Таджикистан)","western Pamir-Alai (Uzbekistan, Tajikistan)",Памиро-Алай (северо-западный),Pamir-Alai (northwestern),"хребты Туркестан, Зарафшан, Мальгузар, Нуратинские горы","ranges Turkestan, Zarafshan, Malguzar, Nurata Mountains"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris narbuti O.Fedtsch.,ирис Нарбута,Norbut gulsafsari,,ko'p yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, tog' etaklari tekisliklar","tekislik, tog'oldi, past tog'lar",manzarali,"g'arbiy Tyanshan, Pomir-Oloy (Qozog'iston, O'zbekiston, Tojikiston)","g'arbiy Tyanshan (Toshkent cho'li, Mo'g'ultov), Pomir-Oloy (shimoliy, g'arbiy va janubiy)",barcha tog'oldi va nizkogornie hududlar,Tog'li o'rta Osiyo endemigi,"Zomin, Nurota, Kitob, Surxon qo'riqxonalar, Zomin milliy tabiat bog'i",false,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains",декоративное,ornamental,"лёссовые, мелкоземистые, щебнистые, каменистые склоны, подгорные равнины","loess, fine-earth, gravelly, rocky slopes, piedmont plains","Западный Тянь-Шань, Памиро-Алай (Казахстан, Узбекистан, Таджикистан)","Western Tian Shan, Pamir-Alai (Kazakhstan, Uzbekistan, Tajikistan)","западный Тянь-Шань (Ташкент пустыня, Моголтау), Памиро-Алай (северный, западный и южный)","western Tian Shan (Tashkent desert, Mogoltau), Pamir-Alai (northern, western and southern)",все предгорья и низкогорние территории,all foothills and nizkogornie territories
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris narynensis O. Fedtsch.,ирис нарынский,Norin gulsafsari,,ko'p yillik,shag'alli yonbag'irlar,"tog'oldi, past tog'lar",manzarali,"sharqiy qismi Farg'ona vodiylar va okaymlyayushchie ee tog'oldi Farg'ona va Oloy tizmalari (Qirg'iziston, O'zbekiston)",Farg'ona vodiy,"Farg'ona vodiy, tog'oldi Oloy tizmasi",Farg'ona vodiylar endemigi,yo'q,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental,щебнистые склоны,gravelly slopes,"восточный часть Фергана долины и окаймляющие ее предгорья Фергана и Алай хребты (Киргизия, Узбекистан)","eastern part Fergana valleys and okaymlyayushchie ee foothills Fergana and Alai ranges (Kyrgyzstan, Uzbekistan)",Ферганская долина,Fergana Valley,"Ферганская долина, предгорья Алай хребет","Fergana Valley, foothills Alai range"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris nicolai Vved.,ирис Николая,Nikolay gulsafsari,,ko'p yillik,"lyossli, mayda tuproqli yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"janubi-g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston), Afg'oniston",janubiy Pomir-Oloy,"janubiy yonbag'ir Hisor tizmasi, Boysun tog'lari",,yo'q,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental,"лёссовые, мелкоземистые склоны, обнажения пестроцветных пород","loess, fine-earth slopes, variegated rock outcrops","юго-западный Памиро-Алай (Узбекистан, Таджикистан), Афганистан","southwestern Pamir-Alai (Uzbekistan, Tajikistan), Afghanistan",Южный Памиро-Алай,Southern Pamir-Alai,"южный склон Гиссар хребет, Байсунские горы","southern slope Hissar range, Baysun Mountains"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Asparagales,Спаржецветные,Iridaceae,Ирисовые,Iridaceae,Iris L.,Ирис,Iris orchioides Carrière,ирис орхидный,orxideyanamo gulsafsar,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan (Qozog'iston, O'zbekiston, Tojikiston)","g'arbiy Tyanshan, O'zbekiston, Tojikiston (Mo'g'ultov), Qozog'iston (Sari-Agach, Djilga, Darbaza, Sirdaryo Qoratov)","tizmalari Qorajontov, Ugom, Piskom, Maydontol, Chotqol, Qurama",G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",true,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental,"мелкоземистые, щебнистые, каменистые склоны","fine-earth, gravelly, rocky slopes","западный Тянь-Шань (Казахстан, Узбекистан, Таджикистан)","western Tian Shan (Kazakhstan, Uzbekistan, Tajikistan)","Западный Тянь-Шань, Узбекистан, Таджикистан (Моголтау), Казахстан (Сарыагач, Джилга, Дарбаза, Сырдарья Каратау)","Western Tian Shan, Uzbekistan, Tajikistan (Mogoltau), Kazakhstan (Saryagach, Dzhilga, Darbaza, Syr Darya Karatau)","хребты Каржантау, Угам, Пскем, Майдантал, Чаткал, Кураминский","ranges Karzhantau, Ugam, Pskem, Maydantal, Chatkal, Kurama"
